rainfall,temperature,humidity,soil_N,soil_P,soil_K,crop_yield
109.9534147,27.1518,20,85.678,10.7356,78.5691,180.8035
112.0714517,24.8286,49.33882275,61.2004,68.4391,75.0577,190.6331
75.42994549,26.5113,74.14154646,33.1467,24.5571,68.5918,143.1169
162.1576031,32.4757,54.45435931,98.2771,20.0082,46.4871,184.9074
114.2585395,30.874,50.25929236,93.5261,26.4092,66.8712,168.7172
113.0165392,20.9476,67.57880103,21.0795,12.0737,33.1043,141.4854
180.4700646,21.4265,43.50795673,63.711,17.6835,19.6839,179.2828
139.4882116,18.548,46.50666484,49.5087,11.2801,33.3647,165.34
27.41796058,29.1817,65.0673875,40.1759,40.396,14.9727,108.3241
104.9259465,17.2096,46.77930398,33.8482,78.3633,20.8481,157.1451
90.30568717,26.8163,40.34095244,76.2111,73.7789,79.4282,176.6179
98.12094817,21.3288,81.17749312,48.6361,49.3633,56.005,171.1635
171.4778361,24.7037,47.63240212,93.3509,38.512,18.2285,189.6924
118.3577851,31.0081,58.77894758,75.8298,46.1339,71.8022,172.3155
145.2798896,24.9379,75.70584307,68.8564,75.5383,28.6316,194.2705
131.0931382,28.9868,57.06602178,71.5283,13.4834,30.5148,171.06
110.0715752,29.987,20,83.6829,32.9697,18.359,170.6338
105.8249058,24.8112,50.08729189,90.6876,70.1063,35.4537,189.0028
125.8026717,24.8189,100,64.8423,60.6523,73.9322,181.5443
21.73229561,23.1956,37.83911778,29.9143,22.8904,45.3271,114.6887
128.822015,29.9294,40.90586579,67.6349,74.9353,11.5693,169.0181
175.5791545,10.1248,77.95802213,26.6062,11.6106,36.299,140.4711
142.1237333,32.4793,63.95137171,28.9157,39.5951,71.5482,155.237
152.171805,20.8304,58.40763685,92.3453,35.7366,70.9321,184.9424
145.6371546,22.8844,54.86718038,30.9423,42.2709,21.0587,184.3216
117.4344596,31.7228,61.27683305,52.0543,78.9274,77.4686,185.1722
83.319947,43.2933,47.60227739,66.7624,71.6255,76.5169,126.6172
146.2047443,28.9886,81.35367996,23.9445,45.2681,43.7147,166.5455
46.4899632,45.9727,70.3463202,76.8692,58.4509,55.2327,107.0001
153.2421427,20.9521,67.92005603,89.6544,78.0727,33.9253,202.9924
103.0192013,28.5046,58.16454977,59.9711,49.6289,69.7632,167.8309
217.5430605,25.797,82.5809177,83.8382,35.2178,78.7688,200.9834
107.2189523,26.9572,75.55021867,23.4285,29.1355,58.3051,163.6154
138.3828089,23.3733,79.28906351,44.7353,47.5128,63.6978,176.2879
158.1233941,44.2973,28.68925421,69.0047,54.7598,55.8474,152.5331
111.8120395,36.2473,66.19006084,35.6841,26.2565,67.1755,146.2739
49.62583142,25.2475,40.40791928,83.4176,59.0624,55.1477,158.4051
78.89953185,29.9029,68.18427218,88.8753,76.5892,17.9841,166.2048
166.0890747,21.6963,56.82428674,48.6967,52.7133,23.1239,183.0179
113.439895,26.1666,31.99826803,56.7412,69.1479,50.4454,184.6282
67.59361799,29.939,63.85024371,73.6162,37.9209,78.5918,170.1041
137.4669768,26.3447,30.49135971,27.6936,70.9205,24.5746,177.5249
54.9469189,18.8335,58.07758297,62.0064,34.2178,39.3414,127.8432
138.2292471,36.5384,22.09355528,28.4282,73.3146,26.8879,153.6733
83.20491208,28.3543,67.98650665,72.2691,44.1124,71.6337,162.2845
118.2547861,20.1483,61.88511254,90.0359,78.1348,46.8968,193.7901
122.874877,27.2326,57.35063267,88.091,20.7198,26.5654,149.5485
117.5838006,23.0337,68.05283183,85.7719,12.6753,31.991,171.3407
92.562423,33.175,68.75157256,63.6317,24.7015,34.5963,150.6822
98.6949468,26.7069,69.55075699,63.0282,16.2393,73.9574,163.9399
163.5458871,26.1887,36.66605643,22.55,77.2935,63.5477,189.8334
138.3450897,19.501,63.38525108,68.4791,61.0437,35.5542,189.2654
94.70528821,23.747,31.13054685,41.924,47.5291,56.6078,163.9804
87.98815982,26.6589,43.06917111,81.0553,64.5247,61.6181,174.7117
107.2578193,23.042,43.86973721,26.5729,60.5523,74.1783,153.1406
132.1295627,17.1324,56.21720293,45.9138,22.1375,19.1574,166.1087
96.49876723,32.6054,78.69606059,90.7899,53.0364,78.8542,163.4115
58.97222591,22.0611,49.20035678,81.2086,21.4545,33.7574,152.0762
140.0801608,23.5908,63.76605492,28.7982,40.2761,54.4633,169.8925
108.1108323,23.9688,70.58421484,76.7474,57.9841,29.3108,177.0598
117.0540026,23.0569,67.96252022,62.018,58.2936,56.3458,177.959
106.1416042,15.8626,70.51418981,41.4682,77.2809,47.1994,165.2619
139.2779874,32.0606,76.18594362,68.1434,73.1172,11.7896,180.8066
119.8843152,26.8748,64.17024922,31.2876,64.2163,11.5926,168.8637
167.8314879,16.3702,58.39390061,94.054,31.9566,63.6674,193.6844
26.45352856,29.4548,45.73110895,82.5119,62.2616,57.889,144.6676
109.6799566,27.5134,51.97642298,99.8992,49.8236,67.2261,191.0878
102.0612982,20.5078,44.45208962,84.8125,28.9529,59.5777,182.0403
64.35401911,23.0426,60.76145309,84.7755,48.0236,65.0068,183.8026
121.981767,18.7124,76.53734355,73.835,13.4337,68.3558,154.8682
152.1167388,18.7849,63.02803318,70.8955,35.2037,69.8739,189.6029
157.8672071,33.7538,30.68567802,97.8345,10.3886,36.2528,177.9164
63.39196165,9.2804,70.19295608,67.0411,54.9004,17.0285,118.6689
125.8445393,24.8189,50.51354931,60.7467,19.3462,28.4631,162.8336
149.5855903,18.8635,64.13977738,62.5428,23.8447,26.4097,163.9059
120.6401861,23.2659,48.53789554,67.7691,64.4081,13.5541,169.8015
200.7136838,27.2143,74.64253723,61.2018,32.9523,44.628,191.6057
143.6003157,20.0608,60.24931717,80.8263,53.613,30.9885,183.6779
94.06888961,17.3327,61.88568429,24.4327,48.9289,67.4926,150.6142
133.6455077,31.4058,89.62109251,91.7606,34.4022,38.1491,171.6976
198.8042833,19.4659,53.40250409,23.2048,36.3675,76.4102,181.6956
134.4721459,25.0482,81.22738849,73.1058,44.3618,36.1789,182.7492
103.1780628,19.5734,88.74874218,86.5632,19.7641,41.2727,156.987
147.2889272,29.9971,33.08177317,59.2552,36.0778,64.8749,177.373
128.9135009,25.2594,93.26966785,49.0613,60.1692,40.9748,172.1905
20,24.6096,49.19008388,79.5325,32.1527,49.0604,144.5342
88.33327789,21.214,28.9775021,29.4348,64.0306,14.5799,159.6072
80.95763986,35.2178,58.16962198,27.2896,43.164,11.8816,130.3399
123.8413209,21.8332,71.19356559,24.7129,46.7798,70.3775,164.8039
79.49872575,19.9087,69.79130949,60.772,57.4165,39.1295,166.3881
86.30901007,31.8985,61.66454321,76.4722,51.8714,69.8078,160.2508
107.0948931,34.943,66.35579991,85.9457,58.7074,16.5753,179.0573
88.41128251,32.3846,62.26639241,52.0354,38.2745,76.0378,154.6192
120.1384703,28.8255,64.59005354,54.2661,77.4088,59.1326,180.8684
99.73374175,32.6813,39.52552156,52.2218,69.0587,42.4787,168.1807
127.0716687,12.9192,63.15197921,55.7013,18.6826,38.5706,139.5206
62.40438123,23.5802,53.3661895,26.8408,42.9954,21.4541,149.4918
122.8663028,32.0205,56.89920258,50.1645,31.4576,35.5303,149.1369
95.36625219,32.0163,66.40651014,72.9485,48.1408,47.6917,147.2546
63.9985571,22.5064,44.90434466,43.2872,43.2493,69.7462,146.4292
147.2391965,25.7206,71.83744956,20.5249,15.2251,51.946,164.5658
144.2456217,32.0871,52.07060609,64.6249,17.3409,19.578,153.7845
119.324077,33.6637,54.30201003,61.95,14.9317,37.1761,154.0946
69.68603594,38.2781,62.04696383,34.6055,31.609,34.0293,122.663
90.18731988,25.6663,59.41706371,33.8962,21.4683,24.9291,147.1333
97.7223886,28.3009,52.0285596,30.058,22.4978,54.3652,150.9979
111.6710858,19.137,63.51358071,81.5152,72.4333,41.6094,166.7054
93.49625843,29.525,62.07023681,73.1625,18.8865,39.9044,145.2405
153.3792391,13.4693,68.58058012,89.7947,32.2811,32.7387,170.3232
83.48756915,27.4445,54.78543287,52.2045,72.166,43.8349,167.0985
179.5953302,19.8899,58.01333392,20.2924,31.322,19.4159,169.87
203.619837,26.6372,55.43310597,24.44,60.6996,77.5302,204.9122
24.34643132,34.844,50.58695959,36.0106,50.6634,45.3217,124.3577
205.6709927,24.7005,28.94570412,76.0385,32.9214,14.712,200.6348
65.23758296,21.9978,69.5792137,51.7015,72.096,18.5629,165.8852
146.8558562,13.5299,62.96730231,20.2791,58.5347,44.5916,155.2455
142.0147191,31.2456,39.46459921,80.889,79.76,17.7764,199.022
124.2635139,25.0232,81.857888,45.3016,35.3637,38.9377,170.1983
102.7263102,25.2285,36.70307244,59.5694,30.3571,34.2993,169.9118
174.0438655,28.7055,83.48998055,59.7995,77.5665,51.0647,183.5335
160.8139275,30.6417,63.68533111,95.8981,71.0841,53.3099,197.2859
167.6047809,31.7847,52.32748976,55.6879,44.3787,13.5061,181.311
214.6876768,23.5372,43.23806348,98.7549,53.8795,31.7103,215.1146
114.8788455,29.0779,47.74681182,29.1151,47.5679,22.5741,150.4278
111.0938571,24.1523,47.25911909,89.8973,13.907,57.2151,174.3133
103.7265923,35.6147,43.59470154,31.889,34.5993,32.8804,122.6018
109.1330002,28.9096,50.6256206,62.6875,60.868,28.7976,175.6899
39.23893732,30.9228,51.89867934,39.5126,58.6968,28.7949,130.2234
114.1240331,17.5995,36.52256414,22.655,30.7381,49.6927,150.2194
72.25285402,26.0095,42.09170675,50.6875,42.9371,25.5581,147.8778
140.5807036,13.0871,50.31514958,75.4443,46.017,15.1456,167.7187
62.27702053,32.1842,75.91384157,97.5758,29.7672,57.4216,152.5318
193.4032819,17.1159,73.11641664,46.1979,54.8993,38.0892,205.5529
80.4596311,22.4474,61.38135362,67.8568,15.171,16.5814,141.2385
119.3534947,25.4969,73.20127625,77.8362,52.9659,14.7731,177.891
147.5419755,28.7955,69.4814037,65.4426,64.6019,75.0692,211.6973
112.4288056,13.4762,55.50666915,28.7493,66.2908,73.4779,147.2623
136.9422124,24.2455,75.28471571,76.0035,28.467,52.8855,182.3588
123.7052488,28.4928,47.97859438,64.493,17.2403,33.1566,169.3797
78.49009311,37.6268,88.67907435,79.0912,76.7777,39.6879,144.2402
187.5478715,28.9588,68.73257413,46.897,62.6527,37.609,196.5112
128.5818034,36.7017,73.67579305,85.3249,11.9795,22.6345,150.491
69.02667864,33.6433,71.69264752,95.4476,71.8441,73.1735,158.9616
173.3239911,28.0149,56.31558439,54.5063,52.3933,15.489,206.4402
101.4317629,33.9648,80.02225209,58.3069,74.2054,40.6949,167.9077
87.42381619,21.8961,83.37990601,90.8476,68.9019,60.8112,183.381
141.2927412,25.0395,48.02947204,79.98,57.7053,53.7259,200.5576
116.389826,20.7757,93.6742011,82.7067,20.0935,12.3761,173.8123
36.06099712,16.7619,41.1371016,45.5149,76.5828,57.7212,150.264
128.0294236,17.711,39.67114445,61.2866,25.1579,58.1062,171.0339
102.9959801,30.9993,46.44534134,30.5475,72.6246,27.8215,149.4152
107.6597217,26.4721,73.75410031,81.1386,73.5255,70.5265,177.7659
55.03797225,25.065,62.90590391,94.9914,37.7191,13.471,148.2829
133.4291404,19.4847,78.85343444,66.2019,34.871,13.3821,176.5054
99.61465047,14.2068,74.62754771,57.844,75.9976,30.8003,154.0059
60.86974957,32.8927,65.93373149,55.9593,21.4838,23.3654,136.8807
130.7615903,30.3507,77.22045853,64.152,50.0855,58.6844,186.6388
119.0961652,29.1033,50.97409676,87.2771,61.4863,61.4328,179.6543
111.0663586,33.9614,47.96088109,69.1697,63.7354,56.855,176.5045
143.3802123,22.1933,58.7554624,81.6409,50.3201,22.4202,201.6019
75.53918062,31.4904,41.62519092,63.4,42.4671,34.8762,148.6736
121.2801332,27.0197,85.61235838,82.5949,39.4315,69.4587,176.4087
180.9178805,26.5043,51.55784468,40.3505,65.0536,38.6007,187.5432
86.50431495,24.5493,56.12403935,40.4952,37.6329,16.8854,151.0999
106.860021,25.4963,73.6895366,34.8774,57.474,70.6154,171.9805
110.4730519,14.8083,66.97626171,47.61,64.0075,42.6976,163.0621
166.4196736,29.698,64.55212628,42.3646,50.8364,75.4888,201.172
83.61185208,34.7427,35.59552821,22.4836,34.3577,47.9833,131.3273
126.6063605,30.3346,65.45942629,46.4768,13.4962,39.2394,161.7702
137.2912763,21.5586,67.97898099,71.1361,39.3532,31.8281,187.1731
123.2792493,18.1492,71.65472324,59.6651,65.4093,35.9385,177.7001
126.7896095,24.6025,76.84331391,31.3237,33.6923,11.4499,166.6633
58.2437093,14.309,56.0534495,21.1926,62.1381,56.1488,133.8577
145.4342168,26.9814,61.76125577,76.9762,75.9125,68.3954,223.2607
167.2167549,27.8,63.6247442,48.3646,62.1058,61.1921,204.6877
161.9041885,20.5612,64.06484372,44.1175,75.9095,17.0804,185.0979
131.4529158,27.3387,21.13370296,40.6675,79.6435,47.8075,179.6938
171.8085709,29.4755,59.31253057,72.2149,61.4172,56.6465,199.913
137.4739914,24.5916,58.0409659,55.8885,54.4605,56.0254,197.5176
84.27023148,38.2043,52.33352902,41.8932,76.7313,68.8043,142.815
64.90465795,20.2477,56.91425122,89.1031,43.1657,13.9159,156.8413
94.80930219,26.0107,77.01239701,31.7934,47.6304,16.8391,157.209
159.6027793,16.582,74.46624973,74.1891,29.9752,18.345,169.5926
141.8376416,19.6701,63.47030905,65.5876,48.982,79.7029,193.7967
155.4109115,27.0331,51.72376682,32.6807,65.4822,40.0858,183.1149
96.58002929,33.4144,75.25253484,38.4616,58.7438,14.6938,144.5583
83.09685714,21.2872,52.61931265,98.2037,58.9292,68.9957,176.2022
124.1403836,23.7137,83.3263912,67.294,67.4719,52.7342,195.9875
156.801932,28.7107,42.24925093,94.3891,58.6634,16.917,198.9659
193.3464403,30.1632,74.72932569,26.3726,61.8951,54.5875,195.6339
141.5289777,26.34,43.95937784,69.9552,21.8473,58.4107,183.8494
173.3827012,30.1494,46.70998909,77.8469,66.9352,33.331,211.1161
95.81434621,22.3845,63.87156874,65.8754,50.1859,30.0395,166.098
151.6898252,17.9777,39.78704773,82.8472,52.847,56.7749,193.8292
126.6490937,6.9746,73.83052363,21.4033,76.9832,57.3682,127.5589
78.61213965,26.0078,39.25230684,23.0523,48.2696,35.9333,150.521
62.36103307,30.519,52.18532264,82.7895,43.9679,36.8917,151.7887
110.8103744,24.0014,49.52932172,21.6706,69.5692,51.4224,165.8883
173.724462,28.3407,87.9728821,66.7819,22.2901,45.7238,182.3186
99.8870115,22.5262,71.31311895,89.036,20.0215,71.0371,174.2383
98.44923635,26.284,58.02359644,69.9648,20.5296,43.9915,142.3272
92.71699487,20.178,71.59251307,42.3546,64.3529,20.4352,157.5799
105.8863161,37.5221,75.38902197,70.6748,49.3927,42.7719,144.4343
91.29299296,25.3698,84.09141666,68.0621,18.5833,73.285,169.8588
114.6029452,23.6865,78.10001649,88.8288,49.5376,42.1266,177.2416
107.4400245,18.0505,75.38210215,92.6568,50.7929,19.8201,162.6931
154.0757028,22.754,56.70608069,90.9388,40.5584,43.3923,186.4186
135.7724007,27.2099,51.35721836,83.28,55.2499,49.2754,180.1583
112.1745692,30.2657,36.81146624,98.3573,75.8869,56.3336,185.8687
60.77820767,29.4535,56.13199244,82.4131,51.5954,13.6851,138.1945
78.60236894,30.933,62.17767705,37.9016,38.5889,79.3221,145.7921
170.5868429,28.1152,66.13896175,64.1201,14.6292,10.6257,176.8861
52.54011406,27.7341,62.60895015,34.0413,43.5399,42.2322,152.0402
92.02908266,25.52,32.49453064,58.2312,56.4262,67.109,171.0396
79.06506332,26.0246,75.74186552,52.8229,52.1392,20.3657,155.4206
112.6804428,31.9313,63.54085781,38.0528,63.088,67.7459,163.7928
99.90314544,21.8087,57.07562047,71.3695,19.9781,55.7667,161.0243
151.2188797,17.6619,41.21626176,32.587,11.1239,59.8632,170.4053
110.044325,31.8918,57.66323396,52.5681,79.1529,44.0432,181.617
99.29548052,32.7309,32.67707764,81.9969,39.0355,37.7882,161.1778
62.07621879,23.0657,76.91663968,84.2938,39.4777,74.0011,159.282
168.9842635,35.1189,67.21184526,90.9144,44.0014,55.7078,186.1754
74.1683046,25.7837,58.05830024,90.5027,38.9138,34.8394,162.6949
49.51202743,33.4606,40.03174705,70.6556,51.4075,30.481,147.339
149.0346744,27.4521,94.22793503,97.3489,23.8652,42.0872,187.7086
108.0150167,32.2446,71.99455248,22.4513,40.1018,30.0102,140.5533
109.9184198,31.9727,62.0240648,27.0668,42.4424,61.1897,149.6291
103.2119102,21.6386,44.98884164,58.6477,23.9538,21.961,170.1148
128.533704,31.2325,59.75974261,78.6039,60.637,52.5716,197.8874
114.2463309,30.516,54.76892022,59.2569,64.8668,61.2797,168.1576
158.4745712,32.5665,76.12195624,56.4191,63.0307,10.7026,182.1546
76.01946046,23.1742,56.23301291,54.036,67.1152,44.2785,165.5831
142.0131731,29.1533,78.69489318,50.6619,18.1651,53.2797,168.6538
163.9695084,21.9072,93.97818816,98.5734,71.4908,51.4135,181.9499
137.2916555,34.2207,60.39136015,82.6416,34.1698,22.1477,180.791
94.87515552,17.8903,76.44965189,49.5593,47.2865,45.5206,158.9405
93.53077764,18.3078,71.43558963,48.8352,23.2694,57.1275,154.0202
102.0773163,32.8606,62.83970213,65.9861,39.2295,60.4504,170.1433
74.767488,28.5985,46.95382462,90.9652,62.0452,26.6525,168.3206
88.77131163,25.2792,51.28626682,68.7567,45.2267,15.2932,158.9941
143.6923751,29.065,59.55136906,48.5915,17.4574,38.0333,169.0489
115.1922207,30.2286,81.43319359,34.019,70.1609,21.024,161.7401
184.0653664,36.0821,74.85481696,81.1239,73.3356,29.9562,181.7863
145.402783,22.3796,54.30983826,45.2155,14.3578,78.3229,176.3489
93.99930596,22.1,64.67356104,40.3227,48.2071,15.5889,149.3935
149.8356088,28.9477,53.89995911,69.4608,58.8809,58.0881,198.1433
110.9068022,24.0935,70.27534621,97.6598,62.359,71.537,187.4863
156.0243691,30.0922,73.54254209,34.9834,42.3514,76.9277,186.2103
70.40521141,18.1029,66.69283798,21.5223,45.168,42.0874,130.3915
151.3391,33.2539,45.13734957,22.6857,29.4112,28.9511,166.154
107.504337,25.5328,58.21080168,59.5222,35.3796,58.0338,171.5502
104.7465019,24.5216,64.77015818,68.5924,36.885,33.5743,164.5334
137.2198036,33.1034,89.27144846,94.0285,72.1099,21.2183,172.767
126.4177399,30.0068,29.78764848,82.983,42.8683,46.2453,179.0388
202.2292056,33.931,59.65255902,77.2831,29.7213,25.7866,182.9836
100.8862238,31.2928,66.60015201,83.6546,11.4891,60.1441,138.4505
108.3758784,19.7987,67.85760564,71.7567,19.9429,24.5789,154.2517
125.1974364,27.4058,61.07277515,77.8021,59.8268,17.7371,176.4644
158.0852023,25.6196,48.32313462,97.206,55.3926,50.8519,189.2644
118.0289606,16.3583,56.99935554,98.032,28.0287,34.2918,165.5259
123.6018506,13.1413,60.39649404,85.8465,67.4979,47.6215,173.7518
136.9462072,22.5041,64.3391362,60.7589,46.3968,13.9643,180.5473
171.8353237,26.6921,52.43331037,68.3897,26.9858,58.1893,205.6248
101.4548881,31.2245,52.80505115,89.9239,26.9234,21.53,143.9234
92.40625329,28.5577,63.66078801,81.0722,30.4009,53.6234,179.434
130.5095182,34.6713,35.79501373,94.6941,59.543,32.3461,184.6813
102.4595167,33.7757,22.40167039,40.8511,15.1345,46.2335,149.8999
131.3467249,16.2311,52.88193832,26.7438,38.5726,72.8721,164.6025
74.56329923,32.8037,80.71886891,71.6589,41.4997,77.9834,151.5567
136.544628,30.0631,77.65045306,57.452,49.86,18.1092,179.2323
194.3176366,37.2397,84.96057202,74.3664,26.3468,35.9854,170.2521
100.4854888,31.9165,79.03967366,30.0339,73.4532,36.1612,152.0972
158.8181531,25.4974,59.61576022,91.2935,55.4683,76.7126,199.7085
131.1436089,25.8305,57.8994341,55.7268,57.6776,55.4045,187.0675
97.70229796,22.5817,60.11665754,34.8837,25.1635,48.8035,148.5239
173.8029597,20.1026,41.47326236,79.5531,27.3279,52.6065,189.0596
114.153778,25.62,60.79244012,20.9958,67.5027,14.1814,152.4404
72.76290251,23.2522,21.5435131,22.4522,18.0323,75.2485,156.0241
98.19286221,27.7322,49.71074949,89.8879,59.4379,11.2899,156.1683
110.0893566,19.0591,82.63245215,94.6498,74.5841,31.8665,189.4345
68.32106077,19.7284,42.5305469,77.1482,11.6693,33.4415,133.5325
176.7657167,22.1942,82.22012663,92.7498,42.1217,42.5241,188.5864
87.48144294,35.8531,79.6681415,79.5115,54.823,56.498,157.9138
